WHO region,ITZ,COUNTRY/AREA/TERRITORY,COUNTRY_CODE,ORIGIN_SOURCE,ISO_YEAR,ISO_WEEK,ISO_SDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BVIC,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY
EUR,South West Europe,France,FRA,NOTDEFINED,2014,219,2014-05-04T22:00:00.000Z,,938,0,2,2,,6,10,,0,1,1,11,,1
EUR,South West Europe,France,FRA,NOTDEFINED,2014,220,2014-05-11T22:00:00.000Z,,889,0,4,3,,2,9,,0,5,5,14,,1
EUR,South West Europe,France,FRA,NOTDEFINED,2014,221,2014-05-18T22:00:00.000Z,,1082,0,2,1,,3,6,,0,3,3,9,,1
EUR,South West Europe,France,FRA,NOTDEFINED,2014,222,2014-05-25T22:00:00.000Z,,735,0,3,2,,2,7,,0,3,3,10,,1
EUR,South West Europe,France,FRA,NOTDEFINED,2014,223,2014-06-01T22:00:00.000Z,,779,0,1,1,,3,5,,0,2,2,7,,1
EUR,South West Europe,France,FRA,NOTDEFINED,2014,224,2014-06-08T22:00:00.000Z,,712,0,1,0,,0,1,,0,4,4,5,,1
EUR,South West Europe,France,FRA,NOTDEFINED,2014,225,2014-06-15T22:00:00.000Z,,773,0,2,2,,1,5,,0,4,4,9,,1
EUR,South West Europe,France,FRA,NOTDEFINED,2014,226,2014-06-22T22:00:00.000Z,,671,0,0,1,,0,1,,0,0,,1,,1
EUR,South West Europe,France,FRA,NOTDEFINED,2014,227,2014-06-29T22:00:00.000Z,,213,0,0,0,,0,,,0,0,,1,,1
EUR,South West Europe,France,FRA,NOTDEFINED,2014,228,2014-09-28T22:00:00.000Z,,585,0,0,0,,2,2,,0,1,1,3,,1
EUR,South West Europe,France,FRA,NOTDEFINED,2014,229,2014-10-05T22:00:00.000Z,,1096,0,0,3,,1,4,,0,1,1,5,,1
EUR,South West Europe,France,FRA,NOTDEFINED,2014,230,2014-10-12T22:00:00.000Z,,1082,0,0,0,,6,6,,0,2,2,8,,1
EUR,South West Europe,France,FRA,NOTDEFINED,2014,231,2014-10-19T22:00:00.000Z,,1231,0,0,5,,7,12,,0,3,3,15,,1
EUR,South West Europe,France,FRA,NOTDEFINED,2014,232,2014-10-26T23:00:00.000Z,,998,0,0,0,,4,4,,0,2,2,6,,1
