Entity,Day,Daily new confirmed cases of COVID-19
Indonesia,15-juin-22,1242
Indonesia,16-juin-22,1173
Indonesia,17-juin-22,1220
Indonesia,18-juin-22,1264
Indonesia,19-juin-22,1167
Indonesia,20-juin-22,1180
Indonesia,21-juin-22,1678
Indonesia,22-juin-22,1985
Indonesia,23-juin-22,1907
Indonesia,24-juin-22,2069
Indonesia,25-juin-22,1831
Indonesia,26-juin-22,1726
Indonesia,27-juin-22,1445
Indonesia,28-juin-22,2167
Indonesia,29-juin-22,2149
Indonesia,30-juin-22,2248
Indonesia,1-juil.-22,2049
Indonesia,2-juil.-22,1794
Indonesia,3-juil.-22,1614
Indonesia,4-juil.-22,1434
Indonesia,5-juil.-22,2577
Indonesia,6-juil.-22,2743
Indonesia,7-juil.-22,2881
Indonesia,8-juil.-22,2472
Indonesia,9-juil.-22,2705
Indonesia,10-juil.-22,2576
Indonesia,11-juil.-22,1681
Indonesia,12-juil.-22,3361
Indonesia,13-juil.-22,3822
Indonesia,14-juil.-22,3584
Indonesia,15-juil.-22,3331
Indonesia,16-juil.-22,4329
Indonesia,17-juil.-22,3540
Indonesia,18-juil.-22,3393
Indonesia,19-juil.-22,5085
Indonesia,20-juil.-22,5653
Indonesia,21-juil.-22,5410
Indonesia,22-juil.-22,4834
Indonesia,23-juil.-22,4943
Indonesia,24-juil.-22,4071
Indonesia,25-juil.-22,4048
Indonesia,26-juil.-22,6483
Indonesia,27-juil.-22,6438
Indonesia,28-juil.-22,6353
Indonesia,29-juil.-22,5831
Indonesia,30-juil.-22,5398
Indonesia,31-juil.-22,4205
Indonesia,1-août-22,3696
Indonesia,2-août-22,5827
Indonesia,3-août-22,6167
Indonesia,4-août-22,6527
Indonesia,5-août-22,5929
Indonesia,6-août-22,5455
Indonesia,7-août-22,4279
Indonesia,8-août-22,4425
Indonesia,9-août-22,6276
Indonesia,10-août-22,5926
Indonesia,11-août-22,5532
Indonesia,12-août-22,6091
Indonesia,13-août-22,5104
Indonesia,14-août-22,4442
Indonesia,15-août-22,3588
Indonesia,16-août-22,5869
Indonesia,17-août-22,5253
Indonesia,18-août-22,4039
Indonesia,19-août-22,5163
Indonesia,20-août-22,4922
Indonesia,21-août-22,3949
Indonesia,22-août-22,3300
Indonesia,23-août-22,4858
Indonesia,24-août-22,5428
Indonesia,25-août-22,5214
Indonesia,26-août-22,4549
Indonesia,27-août-22,4170
Indonesia,28-août-22,3228
Indonesia,29-août-22,2871
Indonesia,30-août-22,5070
Indonesia,31-août-22,4563
Indonesia,1-sept.-22,4094
Indonesia,2-sept.-22,3616
Indonesia,3-sept.-22,3260
Indonesia,4-sept.-22,2764
Indonesia,5-sept.-22,2340
Indonesia,6-sept.-22,3607
Indonesia,7-sept.-22,3513
Indonesia,8-sept.-22,3138
Indonesia,9-sept.-22,2804
Indonesia,10-sept.-22,2609
Indonesia,11-sept.-22,1939
Indonesia,12-sept.-22,1848
Indonesia,13-sept.-22,2896
Indonesia,14-sept.-22,2799
Indonesia,15-sept.-22,2651
Indonesia,16-sept.-22,2358
Indonesia,17-sept.-22,2079
Indonesia,18-sept.-22,1683
Indonesia,19-sept.-22,1620
Indonesia,20-sept.-22,2518
Indonesia,21-sept.-22,2384
Indonesia,22-sept.-22,2162
Indonesia,23-sept.-22,1904
Indonesia,24-sept.-22,1724
Indonesia,25-sept.-22,1411
Indonesia,26-sept.-22,1344
Indonesia,27-sept.-22,1976
Indonesia,28-sept.-22,1915
Indonesia,29-sept.-22,2003
Indonesia,30-sept.-22,1857
Indonesia,1-oct.-22,1639
Indonesia,2-oct.-22,1322
Indonesia,3-oct.-22,1134
Indonesia,4-oct.-22,2031
Indonesia,5-oct.-22,1542
Indonesia,6-oct.-22,1831
Indonesia,7-oct.-22,1501
Indonesia,8-oct.-22,1325
Indonesia,9-oct.-22,999
Indonesia,10-oct.-22,1195
Indonesia,11-oct.-22,2077
Indonesia,12-oct.-22,2028
Indonesia,13-oct.-22,1830
Indonesia,14-oct.-22,1786
Indonesia,15-oct.-22,1678
Indonesia,16-oct.-22,1326
Indonesia,17-oct.-22,1233
Indonesia,18-oct.-22,2164
Indonesia,19-oct.-22,2390
Indonesia,20-oct.-22,2307
Indonesia,21-oct.-22,2227
Indonesia,22-oct.-22,2087
Indonesia,23-oct.-22,1685
Indonesia,24-oct.-22,1703
Indonesia,25-oct.-22,3008
Indonesia,26-oct.-22,3048
Indonesia,27-oct.-22,3029
Indonesia,28-oct.-22,3015
Indonesia,29-oct.-22,3141
Indonesia,30-oct.-22,2717
Indonesia,31-oct.-22,2457
Indonesia,1-nov.-22,4707
Indonesia,2-nov.-22,4873
Indonesia,3-nov.-22,4951
Indonesia,4-nov.-22,5303
Indonesia,5-nov.-22,4717
Indonesia,6-nov.-22,3662
Indonesia,7-nov.-22,3828
Indonesia,8-nov.-22,6601
Indonesia,9-nov.-22,6186
Indonesia,10-nov.-22,6294
Indonesia,11-nov.-22,6247
Indonesia,12-nov.-22,6179
Indonesia,13-nov.-22,4877
Indonesia,14-nov.-22,4408
Indonesia,15-nov.-22,7893
Indonesia,16-nov.-22,8486
Indonesia,17-nov.-22,7822
Indonesia,18-nov.-22,6699
Indonesia,19-nov.-22,6383
Indonesia,20-nov.-22,5172
Indonesia,21-nov.-22,4306
Indonesia,22-nov.-22,7644
Indonesia,23-nov.-22,7221
Indonesia,24-nov.-22,7110
Indonesia,25-nov.-22,5976
Indonesia,26-nov.-22,5469
Indonesia,27-nov.-22,4151
Indonesia,28-nov.-22,3225
Indonesia,29-nov.-22,5766
Indonesia,30-nov.-22,5609
Indonesia,1-déc.-22,4977
Indonesia,2-déc.-22,4179
Indonesia,3-déc.-22,3655
Indonesia,4-déc.-22,2548
Indonesia,5-déc.-22,2234
Indonesia,6-déc.-22,3744
Indonesia,7-déc.-22,3351
Indonesia,8-déc.-22,2977
Indonesia,9-déc.-22,2501
Indonesia,10-déc.-22,2191
Indonesia,11-déc.-22,1589
Indonesia,12-déc.-22,1225
Indonesia,13-déc.-22,2117
Indonesia,14-déc.-22,2136
Indonesia,15-déc.-22,1785
Indonesia,16-déc.-22,1451
Indonesia,17-déc.-22,1233
Indonesia,18-déc.-22,860
Indonesia,19-déc.-22,809
Indonesia,20-déc.-22,1297
Indonesia,21-déc.-22,1123
Indonesia,22-déc.-22,1053
Indonesia,23-déc.-22,923
Indonesia,24-déc.-22,784
Indonesia,25-déc.-22,538
Indonesia,26-déc.-22,468
Indonesia,27-déc.-22,803
Indonesia,28-déc.-22,695
Indonesia,29-déc.-22,685
Indonesia,30-déc.-22,552
Indonesia,31-déc.-22,488
Indonesia,1-janv.-23,366
Indonesia,2-janv.-23,262
Indonesia,3-janv.-23,652
Indonesia,4-janv.-23,597
Indonesia,5-janv.-23,535
Indonesia,6-janv.-23,519
Indonesia,7-janv.-23,455
Indonesia,8-janv.-23,345
Indonesia,9-janv.-23,266
Indonesia,10-janv.-23,469
Indonesia,11-janv.-23,402
Indonesia,12-janv.-23,412
Indonesia,13-janv.-23,363
Indonesia,14-janv.-23,389
Indonesia,15-janv.-23,239
Indonesia,16-janv.-23,225
Indonesia,17-janv.-23,357
Indonesia,18-janv.-23,339
Indonesia,19-janv.-23,310
Indonesia,20-janv.-23,292
Indonesia,21-janv.-23,238
Indonesia,22-janv.-23,218
Indonesia,23-janv.-23,119
Indonesia,24-janv.-23,218
Indonesia,25-janv.-23,274
Indonesia,26-janv.-23,322
Indonesia,27-janv.-23,211
Indonesia,28-janv.-23,199
Indonesia,29-janv.-23,165
Indonesia,30-janv.-23,183
Indonesia,31-janv.-23,260
Indonesia,1-févr.-23,273
Indonesia,2-févr.-23,248
Indonesia,3-févr.-23,241
Indonesia,4-févr.-23,186
Indonesia,5-févr.-23,171
Indonesia,6-févr.-23,169
Indonesia,7-févr.-23,392
Indonesia,8-févr.-23,263
Indonesia,9-févr.-23,220
Indonesia,10-févr.-23,239
Indonesia,11-févr.-23,200
